marque,modele_version,mine,cnit,carburant,puissance_fiscale,puissance_reelle,bv,urb,ex_urb,mixte,co2,mois_annee
CITROEN,JUMPER II COMBI COURT 15Q 2.8HDi 4X4,MCT6503EQ709,ZBPWRA,GO,10,93.5,M 5,10.9,8.8,9.6,254.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 11Q 2.0HDi,MCT5203E6783,ZAAMRB,GO,7,62.0,M 5,10.6,8.1,9.0,239.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0HDi,MCT5203EH697,ZBAMRB,GO,7,62.0,M 5,10.6,8.1,9.0,239.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i,MCT1403EJ690,ZBTMPBH,ES,10,81.0,M 5,16.3,11.4,13.2,311.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i,MCT1403EJ691,ZBTMRB,ES,10,81.0,M 5,15.9,11.0,12.8,301.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i,MCT1403EK692,ZBTMRBH,ES,10,81.0,M 5,16.1,11.2,13.0,306.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i 4X4,MCT2403EP694,ZBTWRB,ES,10,81.0,M 5,16.1,11.2,13.0,306.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E2732,ZBTMRBM,ES/GN,8,81.0,M 5,16.3,11.4,13.2,311.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E3733,ZBTMRBMH,ES/GN,8,81.0,M 5,16.7,11.7,13.5,319.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E2732,ZBTMRBM,GN/ES,8,71.0,M 5,16.1,11.0,12.9,243.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.0i GNV,MCT9303E3733,ZBTMRBMH,GN/ES,8,71.0,M 5,16.3,11.5,13.3,250.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.2HDi,MCT5303EU700,ZBRMPBH,GO,8,74.0,M 5,11.7,8.8,9.9,260.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.2HDi,MCT5303EV701,ZBRMRB,GO,8,74.0,M 5,11.4,8.5,9.6,253.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.2HDi,MCT5303EW702,ZBRMRBH,GO,8,74.0,M 5,11.5,8.6,9.7,255.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi,MCT5503EK706,ZBPMPBH,GO,10,93.5,M 5,11.1,9.0,9.8,261.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi,MCT5503EL707,ZBPMRB,GO,9,93.5,M 5,10.6,8.5,9.3,246.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi,MCT5503EM708,ZBPMRBH,GO,10,93.5,M 5,10.9,8.8,9.6,254.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi 4X4,MCT6503ER710,ZBPWRB,GO,10,93.5,M 5,11.1,9.0,9.8,261.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi BVA,MCT7503EW712,ZBPAPBH,GO,11,93.5,A 4,13.9,10.2,11.5,307.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi BVA,MCT7503EX713,ZBPARB,GO,10,93.5,A 4,13.4,9.8,11.1,295.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN 15Q 2.8HDi BVA,MCT7503EY714,ZBPARBH,GO,11,93.5,A 4,13.7,10.0,11.3,301.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN HAUT 15Q 2.0HDi,MCT5203E7784,ZBAMRBH,GO,7,62.0,M 5,10.8,8.2,9.2,244.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN HAUT 15Q 2.0HDi,MCT5203E8785,ZBAMPBH,GO,8,62.0,M 5,11.0,8.4,9.4,249.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN HAUT 15Q 2.0i GNV,MCT9303EV786,ZBTMPBMH,ES/GN,8,81.0,M 5,16.9,11.9,13.7,324.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN HAUT 15Q 2.0i GNV,MCT9303EV786,ZBTMPBMH,GN/ES,8,71.0,M 5,17.7,12.5,14.4,255.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN HAUT 15Q 2.0i GPL,MCT9403E6787,ZBTMPBGH,ES/GP,10,81.0,M 5,16.7,11.7,13.5,319.0,Janvier 2006
CITROEN,JUMPER II COMBI MOYEN HAUT 15Q 2.0i GPL,MCT9403E6787,ZBTMPBGH,GP/ES,10,81.0,M 5,23.1,15.6,18.3,295.0,Janvier 2006
CITROEN,JUMPY 2.0HDi (95ch),MCT5203JA818,BARHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187.0,Janvier 2006
CITROEN,JUMPY 2.0HDi (95ch),MCT5203JB722,BERHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187.0,Janvier 2006
CITROEN,JUMPY 2.0HDi (95ch),MCT5203JB819,BBRHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187.0,Janvier 2006
CITROEN,JUMPY 2.0HDi (95ch),MCT5203JC820,BCRHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187.0,Janvier 2006
CITROEN,JUMPY 2.0HDi (95ch),MCT5203JD821,BDRHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187.0,Janvier 2006
CITROEN,JUMPY 2.0HDi (95ch),MCT5203JE822,BERHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187.0,Janvier 2006
CITROEN,JUMPY 2.0HDi (95ch),MCT5203JN673,BDRHXB,GO,7,69.0,M 5,8.7,5.9,7.0,187.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303J0543,BBRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303J1544,BDRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JF813,BARHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JG814,BBRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JH682,BDRHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JH815,BCRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JJ816,BDRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JJ817,BERHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JK721,BERHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JM723,BERHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JP726,BCRHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JP823,BARHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JQ727,BCRHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JQ824,BBRHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JR825,BCRHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JS826,BDRHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JT827,BERHZB,GO,7,80.0,M 5,8.7,5.6,6.7,180.0,Janvier 2006
CITROEN,JUMPY 2.0HDi 16V (110ch),MCT5303JZ542,BARHWB,GO,7,80.0,M 5,8.9,6.0,7.0,186.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JD803,BARFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JE804,BBRFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JF805,BCRFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JG806,BDRFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JH516,BARFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JH807,BERFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JJ517,BBRFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JJ518,BDRFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JQ719,BERFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V,MCT1503JV724,BCRFNC/IF,ES,9,100.0,M 5,12.0,7.3,9.0,216.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA,MCT3503J2725,BCRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 5PL,MCT3503J9538,BARFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 5PL,MCT3503JP808,BARFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 5PL,MCT3503JU850,BARFNE,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 6PL,MCT3503JA539,BBRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 6PL,MCT3503JP809,BBRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 6PL,MCT3503JV851,BBRFNE,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 7PL,MCT3503JQ810,BJRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 7PL,MCT3503JY854,BJRFNE,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 8PL,MCT3503JB540,BDRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 8PL,MCT3503JR811,BDRFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 8PL,MCT3503JW852,BDRFNE,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 9PL,MCT3503JS812,BERFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 9PL,MCT3503JX720,BERFNF/IF,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,JUMPY 2.0i 16V BVA 9PL,MCT3503JX853,BERFNE,ES,9,100.0,A 4,13.5,7.6,9.7,232.0,Janvier 2006
CITROEN,XSARA PICASSO 1.6HDi,MCT5216LX020,CH9HXC,GO,5,66.2,M 5,6.5,4.3,5.1,135.0,Janvier 2006
CITROEN,XSARA PICASSO 1.6HDi,MCT5306LN849,CH9HYB,GO,6,80.0,M 5,6.3,4.1,4.9,131.0,Janvier 2006
CITROEN,XSARA PICASSO 1.6HDi FAP,MCT5306L1863,CH9HZC,GO,6,80.0,M 5,6.4,4.4,5.1,136.0,Janvier 2006
CITROEN,XSARA PICASSO 1.6i,MCT1206LN508,CHNFVB,ES,6,70.0,M 5,10.0,6.1,7.5,178.0,Janvier 2006
CITROEN,XSARA PICASSO 1.6i,MCT1206LT744,CHNFVK,ES,6,70.0,M 5,10.0,6.1,7.5,178.0,Janvier 2006
CITROEN,XSARA PICASSO 1.6i 6V,MCT1316L6031,CHNFUC,ES,7,80.0,M 5,9.5,6.0,7.3,172.0,Janvier 2006
CITROEN,XSARA PICASSO 1.6i 6V,MCT1316LW021,CHNFUC,ES,7,80.0,M 5,9.5,6.0,7.3,172.0,Janvier 2006
CITROEN,XSARA PICASSO 1.8i,MCT1406L6676,CH6FZB,ES,7,85.0,M 5,10.7,6.0,7.7,184.0,Janvier 2006
CITROEN,XSARA PICASSO 2.0HDi,MCT5206LS501,CHRHYB,GO,5,66.0,M 5,7.0,4.6,5.5,147.0,Janvier 2006
CITROEN,XSARA PICASSO 2.0i BVA,MCT3506LJ770,CHRFNF/IF,ES,9,100.0,A 4,12.6,6.3,8.6,205.0,Janvier 2006
CITROEN,XSARA PICASSO 2.0i BVA,MCT3516LN022,CHRFNF,ES,9,100.0,A 4,12.5,6.4,8.6,205.0,Janvier 2006
DACIA,LOGAN 1.4L EURO 4,MDD1102BZ005,LSDAEH,ES,5,55.0,M 5,9.4,5.5,6.9,166.0,
DACIA,LOGAN 1.6L EURO 4,MDD1202BA006,LSDAFH,ES,6,64.0,M 5,10.0,5.8,7.3,175.0,
DAIHATSU,COPEN,MJD1005ME134,L8L880RK-KMVZW,ES,5,50.0,M 5,7.9,5.6,6.4,151.0,Janvier 2006
DAIHATSU,COPEN 1.3L,MJD1205MK156,L811,ES,5,64.0,M 5,7.7,5.0,6.0,140.0,Janvier 2006
DAIHATSU,CUORE 3P,MJD1001JL152,L212,ES,4,43.0,M 5,6.0,4.1,4.8,114.0,Janvier 2006
DAIHATSU,CUORE 3P,MJD1001JY129,L211,ES,4,43.0,M 5,5.8,3.9,4.6,109.0,Janvier 2006
DAIHATSU,CUORE 3P,MJD1001JZ130,L212,ES,4,43.0,M 5,6.0,4.1,4.8,114.0,Janvier 2006
DAIHATSU,CUORE 3P BVA,MJD3001J6131,L213,ES,4,43.0,A 4,7.3,5.1,5.9,140.0,Janvier 2006
DAIHATSU,CUORE 3P BVA,MJD3001JS153,L213,ES,4,43.0,A 4,7.3,5.1,5.9,140.0,Janvier 2006
DAIHATSU,CUORE 5P,MJD1002J3132,L221,ES,4,43.0,M 5,6.0,4.1,4.8,114.0,Janvier 2006
DAIHATSU,CUORE 5P,MJD1002JP154,L221,ES,4,43.0,M 5,6.0,4.1,4.8,114.0,Janvier 2006
DAIHATSU,CUORE 5P BVA,MJD3002JA133,L222,ES,4,43.0,A 4,7.3,5.1,5.9,140.0,Janvier 2006
DAIHATSU,CUORE 5P BVA,MJD3002JW155,L222,ES,4,43.0,A 4,7.3,5.1,5.9,140.0,Janvier 2006
DAIHATSU,SIRION 1.3L 4WD,MJD2302HK093,M1M111GMSAW,ES,6,75.0,M 5,8.1,5.2,6.3,149.0,Janvier 2006
DAIHATSU,SIRION 1.3L BVA,MJD3302HS123,M1M101GQSAW,ES,6,75.0,A 4,8.6,5.0,6.3,149.0,Janvier 2006
DAIHATSU,SIRION 1.3L S ou X,MJD1302HF091,M1M101GMSAW,ES,6,75.0,M 5,7.6,4.6,5.7,135.0,Janvier 2006
DAIHATSU,SIRION II 1.0L,MJD1102HS149,M311,ES,4,51.0,M 5,6.1,4.4,5.0,118.0,Janvier 2006
DAIHATSU,SIRION II 1.3L,MJD1202H3150,M321,ES,5,64.0,M 5,7.5,4.8,5.8,137.0,Janvier 2006
DAIHATSU,SIRION II 1.3L BVA,MJD3202HA151,M322,ES,5,64.0,A 4,8.6,5.2,6.4,151.0,Janvier 2006
DAIHATSU,TERIOS II S ou X,MJD2204F2144,J122,ES,6,63.0,M 5,9.4,6.8,7.7,183.0,Janvier 2006
DAIHATSU,TERIOS II X BVA,MJD4204FA146,J124,ES,7,63.0,A 4,10.8,7.2,8.4,200.0,Janvier 2006
DAIHATSU,YRV,MJD1204LX136,M221,ES,5,64.0,M 5,7.8,5.1,6.1,145.0,Janvier 2006
DAIHATSU,YRV 4WD,MJD2204L4140,M231,ES,5,64.0,M 5,8.3,5.5,6.6,152.0,Janvier 2006
DAIHATSU,YRV 4WD,MJD2204L8108,M231,ES,5,64.0,M 5,8.3,5.5,6.6,152.0,Janvier 2006
DAIHATSU,YRV BVA,MJD3204L5138,M223,ES,6,64.0,A 4,8.9,5.5,6.7,156.0,Janvier 2006
DAIHATSU,YRV S ou X,MJD1204L2105,M222,ES,5,64.0,M 5,7.8,5.1,6.1,145.0,Janvier 2006
DAIHATSU,YRV S ou X,MJD1204LY137,M222,ES,5,64.0,M 5,7.8,5.1,6.1,145.0,Janvier 2006
DAIHATSU,YRV TURBO BVA,MJD3504L3142,M241,ES,8,95.0,A 4,9.4,5.6,7.0,165.0,Janvier 2006
DAIHATSU,YRV TURBO BVA,MJD3504LP128,M241,ES,8,95.0,A 4,9.4,5.6,7.0,165.0,Janvier 2006
DAIHATSU,YRV X BVA,MJD3204L6139,M224,ES,6,64.0,A 4,8.9,5.5,6.7,156.0,Janvier 2006
DAIHATSU,YRV X BVA,MJD3204LA107,M224,ES,6,64.0,A 4,8.9,5.5,6.7,156.0,Janvier 2006
FERRARI,612 SCAGLIETTI,MFE1901M9029,F137ALM,ES,50,397.0,M 6,32.1,14.0,20.7,475.0,Janvier 2006
FERRARI,612 SCAGLIETTI F1,MFE1901M8028,F137ALE,ES,50,397.0,M 6,32.1,14.0,20.7,475.0,Janvier 2006
FERRARI,ENZO,MFE1901K2024,F140ABE,ES,66,482.0,M 6,36.3,15.2,23.0,545.0,Janvier 2006
FERRARI,F430,MFE1901NE033,F131EBM,ES,43,357.0,M 6,26.9,13.3,18.3,420.0,Janvier 2006
FERRARI,F430 F1,MFE1901ND032,F131EBE,ES,43,357.0,M 6,26.9,13.3,18.3,420.0,Janvier 2006
FERRARI,F430 SPIDER,MFE1901NG035,F131EDM,ES,43,357.0,M 6,26.9,13.3,18.3,420.0,Janvier 2006
FERRARI,F430 SPIDER F1,MFE1901NF034,F131EDE,ES,43,357.0,M 6,26.9,13.3,18.3,420.0,Janvier 2006
FERRARI,SUPERAMERICA,MFE1905JM037,F133EDM,ES,50,397.0,M 6,34.5,14.3,21.8,499.0,Janvier 2006
FERRARI,SUPERAMERICA F1,MFE1905JL036,F133EDE,ES,50,397.0,M 6,34.5,14.3,21.8,499.0,Janvier 2006
FIAT,BARCHETTA 1.8L 16V,MFT1515BC289,183SB1AA01C,ES,8,96.0,M 5,11.6,6.5,8.4,198.0,Janvier 2006
FIAT,BARCHETTA 1.8L 16V,MFT1515BK552,183SB1AA01D,ES,8,96.0,M 5,10.7,5.8,7.6,181.0,Janvier 2006
FIAT,CROMA 1.9 Multijet 16V,MFT5612ZP808,194AXC1B03,GO,9,110.0,M 6,8.2,4.9,6.1,161.0,Janvier 2006
FIAT,CROMA 1.9 Multijet 16V BVA,MFT7612ZU807,194AXC1204,GO,9,110.0,A 6,9.3,5.8,7.1,187.0,Janvier 2006
FIAT,CROMA 1.9 Multijet 8V,MFT5412Z3806,194AXB1B02,GO,7,88.0,M 6,7.9,5.0,6.1,160.0,Janvier 2006
FIAT,CROMA 2.2L 16V,MFT1612ZA805,194AXA1A00,ES,9,108.0,M 5,11.5,7.0,8.6,204.0,Janvier 2006
FIAT,CROMA 2.2L 16V BVA,MFT3612ZF804,194AXA1201,ES,10,108.0,A 5,13.0,7.8,9.7,229.0,Janvier 2006
FIAT,CROMA 2.4 Multijet 20V BVA,MFT7812ZR809,194AXD1205,GO,13,147.0,A 6,11.5,6.0,8.0,212.0,Janvier 2006
FIAT,DOBLO 1.3 Multijet 16V (85ch),MFT5212UW885,223AXM1A08,GO,5,62.0,M 5,6.7,4.8,5.5,145.0,Janvier 2006
FIAT,DOBLO 1.3 Multijet 16V (85ch),MFT5212UY887,223AXM1A08C,GO,5,62.0,M 5,6.7,4.8,5.5,145.0,Janvier 2006
FIAT,DOBLO 1.3 Multijet 16V (85ch) TOIT HAUT,MFT5212UX886,223AXM1A08B,GO,5,62.0,M 5,6.8,4.9,5.6,148.0,Janvier 2006
FIAT,DOBLO 1.4L,MFT1112UE889,223AXP1A10,ES,6,57.0,M 5,9.2,6.3,7.4,174.0,Janvier 2006
FIAT,DOBLO 1.4L,MFT1112UG891,223AXP1A10C,ES,6,57.0,M 5,9.2,6.3,7.4,174.0,Janvier 2006
FIAT,DOBLO 1.4L TOIT HAUT,MFT1112UF890,223AXP1A10B,ES,6,57.0,M 5,9.4,6.5,7.6,178.0,Janvier 2006
FIAT,DOBLO 1.6L 16V CLASS NATURAL POWER,MFT9312UD880,223AXD1A03R,ES/GN,6,76.0,M 5,11.9,7.7,9.2,218.0,Janvier 2006
FIAT,DOBLO 1.6L 16V CLASS NATURAL POWER,MFT9312UD880,223AXD1A03R,GN/ES,6,68.0,M 5,11.5,7.6,9.0,161.0,Janvier 2006
FIAT,DOBLO 1.9 Multijet 8V (105ch),MFT5312U5884,223AXL1A07,GO,6,77.0,M 5,7.5,4.8,5.8,153.0,Janvier 2006
FIAT,DOBLO 1.9 Multijet 8V (120ch),MFT5412UC881,223AXH1A06,GO,7,88.0,M 5,7.5,5.2,6.1,160.0,Janvier 2006
FIAT,DOBLO 1.9 Multijet 8V (120ch),MFT5412UE883,223AXH1A06C,GO,7,88.0,M 5,7.5,5.2,6.1,160.0,Janvier 2006
FIAT,DOBLO 1.9 Multijet 8V (120ch) TOIT HAUT,MFT5412UD882,223AXH1A06B,GO,7,88.0,M 5,7.7,5.3,6.2,163.0,Janvier 2006
FIAT,DUCATO COMBI 2.0 JTD,MFT5213MT694,244AAMRA03C,GO,7,62.0,M 5,10.2,7.8,8.7,230.0,Janvier 2006
FIAT,DUCATO COMBI 2.0 JTD,MFT5213MZ700,244BAMRB11D,GO,7,62.0,M 5,10.6,8.1,9.0,239.0,Janvier 2006
FIAT,DUCATO COMBI 2.0 JTD TOIT HAUT,MFT5213M0701,244BAMRB11E,GO,7,62.0,M 5,10.8,8.2,9.2,244.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L,MFT1413M6699,244ATMRA01C,ES,10,81.0,M 5,15.9,11.0,12.8,301.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L,MFT1413MH710,244BTMRB10E,ES,10,81.0,M 5,15.9,11.0,12.8,301.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L GPL,MFT9413M9714,244BTMRB25E,ES/GP,9,81.0,M 5,16.1,11.2,13.0,306.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L GPL,MFT9413M9714,244BTMRB25E,GP/ES,9,81.0,M 5,22.2,15.0,17.6,283.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L GPL TOIT HAUT,MFT9413MA715,244BTMRB25F,ES/GP,10,81.0,M 5,16.3,11.4,13.2,311.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L GPL TOIT HAUT,MFT9413MA715,244BTMRB25F,GP/ES,10,81.0,M 5,22.6,15.3,18.0,289.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L NATURAL POWER,MFT9313MX712,244BTMRB24E,ES/GN,8,81.0,M 5,16.3,11.4,13.2,311.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L NATURAL POWER,MFT9313MX712,244BTMRB24E,GN/ES,8,71.0,M 5,16.1,11.0,12.9,243.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L NATURAL POWER  TOIT HAUT,MFT9313MY713,244BTMRB24F,ES/GN,8,81.0,M 5,16.7,11.7,13.5,319.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L NATURAL POWER  TOIT HAUT,MFT9313MY713,244BTMRB24F,GN/ES,8,71.0,M 5,16.3,11.5,13.3,250.0,Janvier 2006
FIAT,DUCATO COMBI 2.0L TOIT HAUT,MFT1413MJ711,244BTMRB10F,ES,10,81.0,M 5,16.1,11.2,13.0,306.0,Janvier 2006
FIAT,DUCATO COMBI 2.3 JTD,MFT5413MH698,244ASMRA05C,GO,8,81.0,M 5,8.7,7.3,7.8,208.0,Janvier 2006
FIAT,DUCATO COMBI 2.3 JTD,MFT5413MR708,244BSMRB13E,GO,8,81.0,M 5,8.7,7.3,7.8,208.0,Janvier 2006
FIAT,DUCATO COMBI 2.3 JTD TOIT HAUT,MFT5413MS709,244BSMRB13F,GO,8,81.0,M 5,9.0,7.7,8.1,216.0,Janvier 2006
FIAT,DUCATO COMBI 2.8 JTD,MFT5513MX704,244BPMRB16E,GO,9,93.5,M 5,10.6,8.5,9.3,246.0,Janvier 2006
FIAT,DUCATO COMBI 2.8 JTD,MFT6513M3707,244BPWRB23C,GO,10,93.5,M 5,11.1,9.0,9.8,261.0,Janvier 2006
FIAT,DUCATO COMBI 2.8 JTD BVA,MFT7513M1702,244BPARB17E,GO,10,93.5,A 4,13.4,9.8,11.1,295.0,Janvier 2006
FIAT,DUCATO COMBI 2.8 JTD BVA,MFT7513MJ781,244APARA30B,GO,10,93.5,A 4,13.4,9.8,11.1,295.0,Janvier 2006
FIAT,DUCATO COMBI 2.8 JTD BVA TOIT HAUT,MFT7513M2703,244BPARB17F,GO,11,93.5,A 4,13.7,10.0,11.3,301.0,Janvier 2006
FIAT,DUCATO COMBI 2.8 JTD TOIT HAUT,MFT5513MY705,244BPMRB16F,GO,10,93.5,M 5,10.9,8.8,9.6,254.0,Janvier 2006
FIAT,DUCATO PANORAMA 2.0 JTD,MFT5213MT403,244AAMPA02B,GO,7,62.0,M 5,10.6,8.1,9.0,239.0,Janvier 2006
FIAT,DUCATO PANORAMA 2.0L,MFT1413M8410,244BTMPB09B,ES,10,81.0,M 5,16.3,11.4,13.2,311.0,Janvier 2006
FIAT,DUCATO PANORAMA 2.0L,MFT1413MZ401,244ATMPA00B,ES,10,81.0,M 5,16.1,11.2,13.0,306.0,Janvier 2006
FIAT,DUCATO PANORAMA 2.3 JTD,MFT5413MF405,244ASMPA04B,GO,8,81.0,M 5,9.0,7.7,8.1,216.0,Janvier 2006
FIAT,DUCATO PANORAMA 2.3 JTD 4X4,MFT5413MP414,244BSMPB12B,GO,8,81.0,M 5,9.2,8.0,8.4,223.0,Janvier 2006
FIAT,DUCATO PANORAMA 2.8 JTD,MFT5513M1417,244BPMPB14B,GO,10,93.5,M 5,11.1,9.0,9.8,261.0,Janvier 2006
